Y:D:M,H:M:S,Seconds,IR1
2015:1:3,10:54:4.87,4.87,39248.0
2015:1:3,10:54:4.876,4.876,39294.0
2015:1:3,10:54:4.883,4.883,39294.0
2015:1:3,10:54:4.89,4.89,39310.0
2015:1:3,10:54:4.901,4.901,39314.0
2015:1:3,10:54:4.909,4.909,39359.0
2015:1:3,10:54:4.921,4.921,39414.0
2015:1:3,10:54:4.929,4.929,39440.0
2015:1:3,10:54:4.942,4.942,39431.0
2015:1:3,10:54:4.95,4.95,39413.0
2015:1:3,10:54:4.962,4.962,39390.0
2015:1:3,10:54:4.975,4.975,39355.0
2015:1:3,10:54:4.983,4.983,39327.0
2015:1:3,10:54:4.995,4.995,39313.0
2015:1:3,10:54:5.003,5.003,39371.0
2015:1:3,10:54:5.016,5.016,39464.0
2015:1:3,10:54:5.024,5.024,39514.0
2015:1:3,10:54:5.036,5.036,39443.0
2015:1:3,10:54:5.048,5.048,39350.0
2015:1:3,10:54:5.058,5.058,39292.0
2015:1:3,10:54:5.069,5.069,39257.0
2015:1:3,10:54:5.077,5.077,39199.0
2015:1:3,10:54:5.089,5.089,39144.0
2015:1:3,10:54:5.097,5.097,39158.0
2015:1:3,10:54:5.11,5.11,39222.0
2015:1:3,10:54:5.122,5.122,39243.0
2015:1:3,10:54:5.13,5.13,39262.0
2015:1:3,10:54:5.142,5.142,39316.0
2015:1:3,10:54:5.151,5.151,39345.0
2015:1:3,10:54:5.163,5.163,39383.0
2015:1:3,10:54:5.171,5.171,39424.0
2015:1:3,10:54:5.183,5.183,39503.0
2015:1:3,10:54:5.196,5.196,39591.0
2015:1:3,10:54:5.204,5.204,39633.0
2015:1:3,10:54:5.216,5.216,39636.0
2015:1:3,10:54:5.224,5.224,39613.0
2015:1:3,10:54:5.237,5.237,39613.0
2015:1:3,10:54:5.245,5.245,39676.0
2015:1:3,10:54:5.257,5.257,39742.0
2015:1:3,10:54:5.269,5.269,39791.0
2015:1:3,10:54:5.278,5.278,39844.0
2015:1:3,10:54:5.29,5.29,39895.0
2015:1:3,10:54:5.298,5.298,39971.0
2015:1:3,10:54:5.31,5.31,40053.0
2015:1:3,10:54:5.319,5.319,40138.0
2015:1:3,10:54:5.331,5.3309999999999995,40182.0
2015:1:3,10:54:5.343,5.343,40192.0
2015:1:3,10:54:5.351,5.351,40261.0
2015:1:3,10:54:5.364,5.364,40434.0
2015:1:3,10:54:5.372,5.372,40599.0
2015:1:3,10:54:5.384,5.384,40712.0
2015:1:3,10:54:5.392,5.392,40763.0
2015:1:3,10:54:5.405,5.405,40753.0
2015:1:3,10:54:5.417,5.417,40727.0
2015:1:3,10:54:5.425,5.425,40766.0
2015:1:3,10:54:5.437,5.437,40737.0
2015:1:3,10:54:5.446,5.446,40720.0
2015:1:3,10:54:5.458,5.458,40745.0
2015:1:3,10:54:5.469,5.469,40809.0
2015:1:3,10:54:5.478,5.478,40884.0
2015:1:3,10:54:5.491,5.491,41051.0
2015:1:3,10:54:5.499,5.499,41070.0
2015:1:3,10:54:5.511,5.511,41124.0
2015:1:3,10:54:5.519,5.519,41161.0
2015:1:3,10:54:5.534,5.534,41165.0
2015:1:3,10:54:5.554,5.554,41190.0
2015:1:3,10:54:5.559,5.559,41230.0
2015:1:3,10:54:5.564,5.564,41285.0
2015:1:3,10:54:5.573,5.573,41373.0
2015:1:3,10:54:5.585,5.585,41438.0
2015:1:3,10:54:5.593,5.593,41490.0
2015:1:3,10:54:5.605,5.605,41525.0
2015:1:3,10:54:5.617,5.617,41547.0
2015:1:3,10:54:5.626,5.626,41536.0
2015:1:3,10:54:5.638,5.638,41526.0
2015:1:3,10:54:5.646,5.646,41532.0
2015:1:3,10:54:5.659,5.659,41544.0
2015:1:3,10:54:5.667,5.667,41552.0
2015:1:3,10:54:5.679,5.679,41565.0
2015:1:3,10:54:5.69,5.6899999999999995,41593.0
2015:1:3,10:54:5.699,5.699,41615.0
2015:1:3,10:54:5.712,5.712,41621.0
2015:1:3,10:54:5.72,5.72,41638.0
2015:1:3,10:54:5.732,5.732,41655.0
2015:1:3,10:54:5.74,5.74,41635.0
2015:1:3,10:54:5.753,5.753,41652.0
2015:1:3,10:54:5.765,5.765,41671.0
2015:1:3,10:54:5.773,5.773,41702.0
2015:1:3,10:54:5.785,5.785,41715.0
2015:1:3,10:54:5.794,5.794,41728.0
2015:1:3,10:54:5.806,5.806,41731.0
2015:1:3,10:54:5.814,5.814,41717.0
2015:1:3,10:54:5.826,5.826,41690.0
2015:1:3,10:54:5.839,5.839,41647.0
2015:1:3,10:54:5.847,5.8469999999999995,41614.0
2015:1:3,10:54:5.859,5.859,41589.0
2015:1:3,10:54:5.867,5.867,41580.0
2015:1:3,10:54:5.88,5.88,41558.0
2015:1:3,10:54:5.888,5.888,41485.0
2015:1:3,10:54:5.9,5.9,41263.0
2015:1:3,10:54:5.912,5.912,40727.0
2015:1:3,10:54:5.921,5.921,39583.0
2015:1:3,10:54:5.933,5.933,38204.0
2015:1:3,10:54:5.941,5.941,36796.0
2015:1:3,10:54:5.953,5.953,35976.0
2015:1:3,10:54:5.962,5.962,36922.0
2015:1:3,10:54:5.974,5.974,38133.0
2015:1:3,10:54:5.985,5.985,38663.0
2015:1:3,10:54:5.994,5.994,38925.0
2015:1:3,10:54:6.007,6.007,39268.0
2015:1:3,10:54:6.015,6.015,39474.0
2015:1:3,10:54:6.027,6.027,38947.0
2015:1:3,10:54:6.045,6.045,38252.0
2015:1:3,10:54:6.052,6.052,36445.0
2015:1:3,10:54:6.067,6.067,36126.0
2015:1:3,10:54:6.076,6.076,36223.0
2015:1:3,10:54:6.082,6.082,36188.0
2015:1:3,10:54:6.089,6.089,37108.0
2015:1:3,10:54:6.101,6.101,38620.0
2015:1:3,10:54:6.109,6.109,39221.0
2015:1:3,10:54:6.121,6.121,39281.0
2015:1:3,10:54:6.133,6.133,39568.0
2015:1:3,10:54:6.142,6.142,40014.0
2015:1:3,10:54:6.154,6.154,40426.0
2015:1:3,10:54:6.162,6.162,40769.0
2015:1:3,10:54:6.175,6.175,41055.0
2015:1:3,10:54:6.183,6.183,41271.0
2015:1:3,10:54:6.195,6.195,41423.0
2015:1:3,10:54:6.206,6.206,41530.0
2015:1:3,10:54:6.216,6.216,41611.0
2015:1:3,10:54:6.267,6.267,41668.0
2015:1:3,10:54:6.272,6.272,41711.0
2015:1:3,10:54:6.278,6.278,41724.0
2015:1:3,10:54:6.284,6.284,41702.0
2015:1:3,10:54:6.29,6.29,41678.0
2015:1:3,10:54:6.295,6.295,41646.0
2015:1:3,10:54:6.301,6.301,41612.0
2015:1:3,10:54:6.307,6.307,41594.0
2015:1:3,10:54:6.313,6.313,41571.0
2015:1:3,10:54:6.322,6.322,41546.0
2015:1:3,10:54:6.33,6.33,41509.0
2015:1:3,10:54:6.343,6.343,41454.0
2015:1:3,10:54:6.354,6.354,41411.0
2015:1:3,10:54:6.363,6.3629999999999995,41377.0
2015:1:3,10:54:6.375,6.375,41328.0
2015:1:3,10:54:6.383,6.383,41242.0
2015:1:3,10:54:6.396,6.396,41125.0
2015:1:3,10:54:6.404,6.404,41065.0
2015:1:3,10:54:6.416,6.416,41069.0
2015:1:3,10:54:6.428,6.428,41078.0
2015:1:3,10:54:6.437,6.437,41079.0
2015:1:3,10:54:6.449,6.449,41065.0
2015:1:3,10:54:6.457,6.457,41030.0
2015:1:3,10:54:6.47,6.47,40974.0
2015:1:3,10:54:6.478,6.478,40916.0
2015:1:3,10:54:6.49,6.49,40876.0
2015:1:3,10:54:6.501,6.501,40851.0
2015:1:3,10:54:6.51,6.51,40834.0
2015:1:3,10:54:6.523,6.523,40796.0
2015:1:3,10:54:6.531,6.531,40752.0
2015:1:3,10:54:6.543,6.543,40727.0
2015:1:3,10:54:6.566,6.566,40698.0
2015:1:3,10:54:6.571,6.571,40684.0
2015:1:3,10:54:6.576,6.576,40687.0
2015:1:3,10:54:6.584,6.584,40688.0
2015:1:3,10:54:6.596,6.596,40681.0
2015:1:3,10:54:6.605,6.605,40671.0
2015:1:3,10:54:6.617,6.617,40666.0
2015:1:3,10:54:6.625,6.625,40649.0
2015:1:3,10:54:6.637,6.6370000000000005,40661.0
2015:1:3,10:54:6.649,6.649,40725.0
2015:1:3,10:54:6.66,6.66,40783.0
2015:1:3,10:54:6.67,6.67,40808.0
2015:1:3,10:54:6.678,6.678,40827.0
2015:1:3,10:54:6.691,6.691,40840.0
2015:1:3,10:54:6.699,6.699,40840.0
2015:1:3,10:54:6.711,6.711,40832.0
2015:1:3,10:54:6.722,6.7219999999999995,40855.0
2015:1:3,10:54:6.732,6.732,40884.0
2015:1:3,10:54:6.743,6.743,40879.0
2015:1:3,10:54:6.752,6.752,40850.0
2015:1:3,10:54:6.764,6.764,40829.0
2015:1:3,10:54:6.773,6.773,40800.0
2015:1:3,10:54:6.785,6.785,40800.0
2015:1:3,10:54:6.796,6.796,40837.0
2015:1:3,10:54:6.805,6.805,40841.0
2015:1:3,10:54:6.818,6.818,40835.0
2015:1:3,10:54:6.826,6.826,40834.0
2015:1:3,10:54:6.838,6.838,40857.0
2015:1:3,10:54:6.846,6.846,40890.0
2015:1:3,10:54:6.859,6.859,40925.0
2015:1:3,10:54:6.87,6.87,40965.0
2015:1:3,10:54:6.879,6.879,40985.0
2015:1:3,10:54:6.89,6.89,40978.0
2015:1:3,10:54:6.9,6.9,40986.0
2015:1:3,10:54:6.912,6.912,40995.0
2015:1:3,10:54:6.92,6.92,41021.0
2015:1:3,10:54:6.932,6.932,41016.0
2015:1:3,10:54:6.944,6.944,41020.0
2015:1:3,10:54:6.953,6.953,41052.0
2015:1:3,10:54:6.964,6.964,41086.0
2015:1:3,10:54:6.973,6.973,41090.0
2015:1:3,10:54:6.986,6.986,41094.0
2015:1:3,10:54:6.994,6.994,41079.0
2015:1:3,10:54:7.006,7.006,41046.0
2015:1:3,10:54:7.017,7.017,41024.0
2015:1:3,10:54:7.027,7.027,40867.0
2015:1:3,10:54:7.039,7.039,40374.0
2015:1:3,10:54:7.047,7.047,39284.0
2015:1:3,10:54:7.059,7.059,37790.0
2015:1:3,10:54:7.067,7.067,36847.0
2015:1:3,10:54:7.087,7.087,36518.0
2015:1:3,10:54:7.093,7.093,37616.0
2015:1:3,10:54:7.1,7.1,38087.0
2015:1:3,10:54:7.112,7.112,38417.0
2015:1:3,10:54:7.121,7.121,38726.0
2015:1:3,10:54:7.133,7.133,39112.0
2015:1:3,10:54:7.141,7.141,39387.0
2015:1:3,10:54:7.154,7.154,39588.0
2015:1:3,10:54:7.165,7.165,39811.0
2015:1:3,10:54:7.174,7.174,39983.0
2015:1:3,10:54:7.186,7.186,40169.0
2015:1:3,10:54:7.194,7.194,40275.0
2015:1:3,10:54:7.207,7.207,40361.0
2015:1:3,10:54:7.215,7.215,40385.0
2015:1:3,10:54:7.227,7.227,40410.0
2015:1:3,10:54:7.238,7.2379999999999995,40460.0
2015:1:3,10:54:7.248,7.248,40462.0
2015:1:3,10:54:7.26,7.26,40482.0
2015:1:3,10:54:7.267,7.267,40512.0
2015:1:3,10:54:7.279,7.279,40545.0
2015:1:3,10:54:7.288,7.288,40562.0
2015:1:3,10:54:7.3,7.3,40564.0
2015:1:3,10:54:7.312,7.312,40574.0
2015:1:3,10:54:7.32,7.32,40608.0
2015:1:3,10:54:7.333,7.333,40614.0
2015:1:3,10:54:7.342,7.342,40606.0
2015:1:3,10:54:7.354,7.354,40595.0
2015:1:3,10:54:7.362,7.362,40599.0
2015:1:3,10:54:7.375,7.375,40642.0
2015:1:3,10:54:7.386,7.386,40660.0
2015:1:3,10:54:7.395,7.395,40694.0
2015:1:3,10:54:7.406,7.406,40714.0
2015:1:3,10:54:7.416,7.416,40723.0
2015:1:3,10:54:7.428,7.428,40727.0
2015:1:3,10:54:7.435,7.435,40740.0
2015:1:3,10:54:7.448,7.448,40723.0
2015:1:3,10:54:7.46,7.46,40722.0
2015:1:3,10:54:7.469,7.469,40692.0
2015:1:3,10:54:7.48,7.48,40675.0
2015:1:3,10:54:7.489,7.489,40644.0
2015:1:3,10:54:7.501,7.501,40622.0
2015:1:3,10:54:7.51,7.51,40623.0
2015:1:3,10:54:7.521,7.521,40613.0
2015:1:3,10:54:7.534,7.534,40605.0
2015:1:3,10:54:7.543,7.543,40638.0
2015:1:3,10:54:7.554,7.554,40639.0
2015:1:3,10:54:7.581,7.5809999999999995,40647.0
2015:1:3,10:54:7.589,7.589,40656.0
2015:1:3,10:54:7.596,7.596,40659.0
2015:1:3,10:54:7.602,7.602,40684.0
2015:1:3,10:54:7.608,7.608,40701.0
2015:1:3,10:54:7.616,7.616,40693.0
2015:1:3,10:54:7.628,7.628,40709.0
2015:1:3,10:54:7.637,7.6370000000000005,40683.0
2015:1:3,10:54:7.649,7.649,40623.0
2015:1:3,10:54:7.657,7.657,40457.0
2015:1:3,10:54:7.67,7.67,39749.0
2015:1:3,10:54:7.681,7.681,38244.0
2015:1:3,10:54:7.69,7.6899999999999995,37302.0
2015:1:3,10:54:7.701,7.701,35953.0
2015:1:3,10:54:7.711,7.711,35778.0
2015:1:3,10:54:7.722,7.7219999999999995,36375.0
2015:1:3,10:54:7.731,7.731,37366.0
2015:1:3,10:54:7.743,7.743,37941.0
2015:1:3,10:54:7.755,7.755,38115.0
2015:1:3,10:54:7.764,7.764,38327.0
2015:1:3,10:54:7.776,7.776,38664.0
2015:1:3,10:54:7.784,7.784,38957.0
2015:1:3,10:54:7.797,7.797,39216.0
2015:1:3,10:54:7.805,7.805,39450.0
2015:1:3,10:54:7.817,7.817,39616.0
2015:1:3,10:54:7.828,7.828,39783.0
2015:1:3,10:54:7.837,7.837,39896.0
2015:1:3,10:54:7.85,7.85,40015.0
2015:1:3,10:54:7.858,7.858,40102.0
2015:1:3,10:54:7.87,7.87,40148.0
2015:1:3,10:54:7.878,7.878,40189.0
2015:1:3,10:54:7.918,7.918,40228.0
2015:1:3,10:54:7.924,7.9239999999999995,40278.0
2015:1:3,10:54:7.929,7.929,40309.0
2015:1:3,10:54:7.935,7.935,40333.0
2015:1:3,10:54:7.941,7.941,40369.0
2015:1:3,10:54:7.946,7.946,40398.0
2015:1:3,10:54:7.952,7.952,40414.0
2015:1:3,10:54:7.964,7.964,40505.0
2015:1:3,10:54:7.976,7.976,40459.0
2015:1:3,10:54:7.985,7.985,40475.0
2015:1:3,10:54:7.996,7.996,40485.0
2015:1:3,10:54:8.005,8.005,40509.0
2015:1:3,10:54:8.017,8.017,40543.0
2015:1:3,10:54:8.026,8.026,40564.0
2015:1:3,10:54:8.037,8.037,40568.0
2015:1:3,10:54:8.049,8.049,40576.0
2015:1:3,10:54:8.058,8.058,40579.0
2015:1:3,10:54:8.07,8.07,40595.0
2015:1:3,10:54:8.096,8.096,40600.0
2015:1:3,10:54:8.104,8.104,40602.0
2015:1:3,10:54:8.111,8.111,40588.0
2015:1:3,10:54:8.119,8.119,40589.0
2015:1:3,10:54:8.125,8.125,40580.0
2015:1:3,10:54:8.131,8.131,40568.0
2015:1:3,10:54:8.144,8.144,40548.0
2015:1:3,10:54:8.152,8.152,40551.0
2015:1:3,10:54:8.164,8.164,40554.0
2015:1:3,10:54:8.172,8.172,40546.0
2015:1:3,10:54:8.185,8.185,40547.0
2015:1:3,10:54:8.197,8.197,40539.0
2015:1:3,10:54:8.205,8.205,40527.0
2015:1:3,10:54:8.217,8.217,40509.0
2015:1:3,10:54:8.226,8.225999999999999,40485.0
2015:1:3,10:54:8.238,8.238,40474.0
2015:1:3,10:54:8.246,8.246,40470.0
2015:1:3,10:54:8.258,8.258,40461.0
2015:1:3,10:54:8.271,8.271,40468.0
2015:1:3,10:54:8.279,8.279,40471.0
2015:1:3,10:54:8.291,8.291,40475.0
2015:1:3,10:54:8.299,8.299,40467.0
2015:1:3,10:54:8.313,8.313,40468.0
2015:1:3,10:54:8.32,8.32,40465.0
2015:1:3,10:54:8.333,8.333,40476.0
2015:1:3,10:54:8.344,8.344,40477.0
2015:1:3,10:54:8.354,8.354,40460.0
2015:1:3,10:54:8.366,8.366,40445.0
2015:1:3,10:54:8.374,8.374,40417.0
2015:1:3,10:54:8.386,8.386,40370.0
2015:1:3,10:54:8.395,8.395,40303.0
2015:1:3,10:54:8.407,8.407,40233.0
2015:1:3,10:54:8.418,8.418,40028.0
2015:1:3,10:54:8.427,8.427,39354.0
2015:1:3,10:54:8.439,8.439,37892.0
2015:1:3,10:54:8.447,8.447,36717.0
2015:1:3,10:54:8.459,8.459,35460.0
2015:1:3,10:54:8.467,8.467,35204.0
2015:1:3,10:54:8.48,8.48,35980.0
2015:1:3,10:54:8.492,8.492,37000.0
2015:1:3,10:54:8.5,8.5,37600.0
2015:1:3,10:54:8.512,8.512,37769.0
2015:1:3,10:54:8.521,8.521,38032.0
2015:1:3,10:54:8.533,8.533,38243.0
2015:1:3,10:54:8.541,8.541,38542.0
2015:1:3,10:54:8.553,8.553,38772.0
2015:1:3,10:54:8.566,8.566,38974.0
2015:1:3,10:54:8.575,8.575,39163.0
2015:1:3,10:54:8.598,8.598,39316.0
2015:1:3,10:54:8.605,8.605,39438.0
2015:1:3,10:54:8.615,8.615,39545.0
2015:1:3,10:54:8.625,8.625,39611.0
2015:1:3,10:54:8.634,8.634,39655.0
2015:1:3,10:54:8.641,8.641,39688.0
2015:1:3,10:54:8.695,8.695,39720.0
2015:1:3,10:54:8.702,8.702,39754.0
2015:1:3,10:54:8.71,8.71,39780.0
2015:1:3,10:54:8.718,8.718,39787.0
2015:1:3,10:54:8.725,8.725,39770.0
2015:1:3,10:54:8.732,8.732,39751.0
2015:1:3,10:54:8.74,8.74,39741.0
2015:1:3,10:54:8.747,8.747,39731.0
2015:1:3,10:54:8.755,8.755,39719.0
2015:1:3,10:54:8.762,8.762,39713.0
2015:1:3,10:54:8.77,8.77,39702.0
2015:1:3,10:54:8.775,8.775,39683.0
2015:1:3,10:54:8.781,8.781,39671.0
2015:1:3,10:54:8.787,8.786999999999999,39657.0
2015:1:3,10:54:8.795,8.795,39634.0
2015:1:3,10:54:8.807,8.807,39609.0
2015:1:3,10:54:8.815,8.815,39575.0
2015:1:3,10:54:8.829,8.829,39558.0
2015:1:3,10:54:8.837,8.837,39557.0
2015:1:3,10:54:8.849,8.849,39550.0
2015:1:3,10:54:8.86,8.86,39542.0
2015:1:3,10:54:8.87,8.87,39516.0
2015:1:3,10:54:8.882,8.882,39478.0
2015:1:3,10:54:8.89,8.89,39445.0
2015:1:3,10:54:8.902,8.902,39413.0
2015:1:3,10:54:8.91,8.91,39380.0
2015:1:3,10:54:8.922,8.922,39342.0
2015:1:3,10:54:8.934,8.934,39317.0
2015:1:3,10:54:8.942,8.942,39297.0
2015:1:3,10:54:8.955,8.955,39282.0
2015:1:3,10:54:8.963,8.963,39291.0
2015:1:3,10:54:8.975,8.975,39289.0
2015:1:3,10:54:8.983,8.983,39260.0
2015:1:3,10:54:8.996,8.996,39232.0
2015:1:3,10:54:9.008,9.008,39210.0
2015:1:3,10:54:9.016,9.016,39127.0
2015:1:3,10:54:9.042,9.042,39157.0
2015:1:3,10:54:9.067,9.067,39125.0
2015:1:3,10:54:9.075,9.075,39104.0
2015:1:3,10:54:9.08,9.08,39078.0
2015:1:3,10:54:9.085,9.085,39040.0
2015:1:3,10:54:9.09,9.09,39001.0
2015:1:3,10:54:9.097,9.097,38939.0
2015:1:3,10:54:9.103,9.103,38906.0
2015:1:3,10:54:9.111,9.111,38862.0
2015:1:3,10:54:9.124,9.124,38820.0
2015:1:3,10:54:9.131,9.131,38778.0
2015:1:3,10:54:9.143,9.143,38736.0
2015:1:3,10:54:9.155,9.155,38697.0
2015:1:3,10:54:9.164,9.164,38682.0
2015:1:3,10:54:9.176,9.176,38680.0
2015:1:3,10:54:9.184,9.184,38658.0
2015:1:3,10:54:9.196,9.196,38620.0
2015:1:3,10:54:9.204,9.204,38566.0
2015:1:3,10:54:9.218,9.218,38518.0
2015:1:3,10:54:9.229,9.229,38487.0
2015:1:3,10:54:9.237,9.237,38440.0
2015:1:3,10:54:9.25,9.25,38370.0
2015:1:3,10:54:9.258,9.258,38328.0
2015:1:3,10:54:9.27,9.27,38322.0
2015:1:3,10:54:9.278,9.278,38301.0
2015:1:3,10:54:9.291,9.291,38294.0
2015:1:3,10:54:9.303,9.303,38282.0
2015:1:3,10:54:9.311,9.311,38279.0
2015:1:3,10:54:9.337,9.337,38263.0
2015:1:3,10:54:9.362,9.362,38259.0
2015:1:3,10:54:9.37,9.37,38261.0
2015:1:3,10:54:9.378,9.378,38256.0
2015:1:3,10:54:9.385,9.385,38247.0
2015:1:3,10:54:9.393,9.393,38221.0
2015:1:3,10:54:9.4,9.4,38181.0
2015:1:3,10:54:9.408,9.408,38157.0
2015:1:3,10:54:9.416,9.416,38139.0
2015:1:3,10:54:9.423,9.423,38134.0
2015:1:3,10:54:9.431,9.431,38128.0
2015:1:3,10:54:9.438,9.438,38137.0
2015:1:3,10:54:9.45,9.45,38148.0
2015:1:3,10:54:9.458,9.458,38152.0
2015:1:3,10:54:9.471,9.471,38175.0
2015:1:3,10:54:9.48,9.48,38200.0
2015:1:3,10:54:9.491,9.491,38196.0
2015:1:3,10:54:9.499,9.499,38192.0
2015:1:3,10:54:9.512,9.512,38197.0
2015:1:3,10:54:9.524,9.524000000000001,38179.0
2015:1:3,10:54:9.532,9.532,38174.0
2015:1:3,10:54:9.575,9.575,38229.0
2015:1:3,10:54:9.591,9.591,38267.0
2015:1:3,10:54:9.625,9.625,38254.0
2015:1:3,10:54:9.667,9.667,38228.0
2015:1:3,10:54:9.685,9.685,38247.0
2015:1:3,10:54:9.713,9.713,38286.0
2015:1:3,10:54:9.731,9.731,38281.0
2015:1:3,10:54:9.762,9.762,38294.0
2015:1:3,10:54:9.806,9.806,38251.0
2015:1:3,10:54:9.84,9.84,38234.0
2015:1:3,10:54:9.856,9.856,38219.0
2015:1:3,10:54:9.872,9.872,38244.0
2015:1:3,10:54:9.888,9.888,38237.0
2015:1:3,10:54:9.904,9.904,38218.0
2015:1:3,10:54:9.92,9.92,38230.0
2015:1:3,10:54:9.961,9.961,38234.0
2015:1:3,10:54:9.977,9.977,38224.0
2015:1:3,10:54:9.99,9.99,38230.0
2015:1:3,10:54:10.043,10.043,38238.0
2015:1:3,10:54:10.073,10.073,38249.0
2015:1:3,10:54:10.146,10.146,38244.0
2015:1:3,10:54:10.168,10.168,38258.0
2015:1:3,10:54:10.196,10.196,38251.0
2015:1:3,10:54:10.214,10.214,38250.0
2015:1:3,10:54:10.232,10.232,38235.0
2015:1:3,10:54:10.251,10.251,38207.0
2015:1:3,10:54:10.268,10.268,38213.0
2015:1:3,10:54:10.318,10.318,38219.0
2015:1:3,10:54:10.338,10.338,38229.0
2015:1:3,10:54:10.353,10.353,38210.0
2015:1:3,10:54:10.39,10.39,38187.0
2015:1:3,10:54:10.405,10.405,38206.0
2015:1:3,10:54:10.421,10.421,38197.0
2015:1:3,10:54:10.439,10.439,38204.0
2015:1:3,10:54:10.444,10.444,38235.0
2015:1:3,10:54:10.449,10.449,38244.0
2015:1:3,10:54:10.454,10.454,38265.0
2015:1:3,10:54:10.459,10.459,38244.0
2015:1:3,10:54:10.464,10.464,38247.0
2015:1:3,10:54:10.469,10.469,38255.0
2015:1:3,10:54:10.474,10.474,38266.0
2015:1:3,10:54:10.479,10.479,38254.0
2015:1:3,10:54:10.484,10.484,38268.0
2015:1:3,10:54:10.488,10.488,38265.0
2015:1:3,10:54:10.493,10.493,38278.0
2015:1:3,10:54:10.498,10.498,38270.0
2015:1:3,10:54:10.503,10.503,38274.0
2015:1:3,10:54:10.508,10.508,38265.0
2015:1:3,10:54:10.513,10.513,38282.0
2015:1:3,10:54:10.518,10.518,38304.0
2015:1:3,10:54:10.523,10.523,38317.0
2015:1:3,10:54:10.528,10.528,38321.0
2015:1:3,10:54:10.533,10.533,38311.0
2015:1:3,10:54:10.537,10.536999999999999,38319.0
2015:1:3,10:54:10.542,10.542,38337.0
2015:1:3,10:54:10.547,10.547,38362.0
2015:1:3,10:54:10.552,10.552,38390.0
2015:1:3,10:54:10.557,10.557,38389.0
2015:1:3,10:54:10.562,10.562,38421.0
2015:1:3,10:54:10.567,10.567,38474.0
2015:1:3,10:54:10.572,10.572,38487.0
2015:1:3,10:54:10.579,10.579,38459.0
2015:1:3,10:54:10.584,10.584,38353.0
2015:1:3,10:54:10.589,10.589,38124.0
2015:1:3,10:54:10.596,10.596,37299.0
2015:1:3,10:54:10.603,10.603,35850.0
2015:1:3,10:54:10.609,10.609,34775.0
2015:1:3,10:54:10.616,10.616,33758.0
2015:1:3,10:54:10.625,10.625,35040.0
2015:1:3,10:54:10.632,10.632,36310.0
2015:1:3,10:54:10.638,10.638,36536.0
2015:1:3,10:54:10.643,10.643,36810.0
2015:1:3,10:54:10.648,10.648,37133.0
2015:1:3,10:54:10.653,10.653,37401.0
2015:1:3,10:54:10.657,10.657,37675.0
2015:1:3,10:54:10.662,10.661999999999999,37893.0
2015:1:3,10:54:10.668,10.668,38067.0
2015:1:3,10:54:10.673,10.673,38180.0
2015:1:3,10:54:10.678,10.678,38268.0
2015:1:3,10:54:10.683,10.683,38345.0
2015:1:3,10:54:10.688,10.688,38386.0
2015:1:3,10:54:10.692,10.692,38424.0
2015:1:3,10:54:10.697,10.697,38461.0
2015:1:3,10:54:10.702,10.702,38470.0
2015:1:3,10:54:10.708,10.708,38486.0
2015:1:3,10:54:10.715,10.715,38487.0
2015:1:3,10:54:10.72,10.72,38475.0
2015:1:3,10:54:10.725,10.725,38484.0
2015:1:3,10:54:10.73,10.73,38481.0
2015:1:3,10:54:10.735,10.735,38464.0
2015:1:3,10:54:10.74,10.74,38457.0
2015:1:3,10:54:10.745,10.745,38445.0
2015:1:3,10:54:10.75,10.75,38432.0
2015:1:3,10:54:10.755,10.755,38438.0
2015:1:3,10:54:10.759,10.759,38447.0
2015:1:3,10:54:10.764,10.764,38442.0
2015:1:3,10:54:10.769,10.769,38447.0
2015:1:3,10:54:10.773,10.773,38467.0
2015:1:3,10:54:10.778,10.778,38477.0
2015:1:3,10:54:10.782,10.782,38480.0
2015:1:3,10:54:10.787,10.786999999999999,38475.0
2015:1:3,10:54:10.792,10.792,38510.0
2015:1:3,10:54:10.796,10.796,38528.0
2015:1:3,10:54:10.801,10.801,38544.0
2015:1:3,10:54:10.806,10.806,38555.0
2015:1:3,10:54:10.81,10.81,38558.0
2015:1:3,10:54:10.815,10.815,38559.0
2015:1:3,10:54:10.82,10.82,38564.0
2015:1:3,10:54:10.824,10.824,38558.0
2015:1:3,10:54:10.829,10.829,38553.0
2015:1:3,10:54:10.834,10.834,38569.0
2015:1:3,10:54:10.838,10.838,38578.0
2015:1:3,10:54:10.843,10.843,38585.0
2015:1:3,10:54:10.848,10.848,38614.0
2015:1:3,10:54:10.853,10.853,38654.0
2015:1:3,10:54:10.857,10.857,38705.0
2015:1:3,10:54:10.862,10.862,38752.0
2015:1:3,10:54:10.866,10.866,38789.0
2015:1:3,10:54:10.871,10.871,38830.0
2015:1:3,10:54:10.876,10.876,38878.0
2015:1:3,10:54:10.881,10.881,38919.0
2015:1:3,10:54:10.885,10.885,38931.0
2015:1:3,10:54:10.89,10.89,38951.0
2015:1:3,10:54:10.895,10.895,38989.0
2015:1:3,10:54:10.899,10.899,39031.0
2015:1:3,10:54:10.904,10.904,39062.0
2015:1:3,10:54:10.909,10.909,39065.0
2015:1:3,10:54:10.914,10.914,39034.0
2015:1:3,10:54:10.918,10.918,39044.0
2015:1:3,10:54:10.923,10.923,39093.0
2015:1:3,10:54:10.928,10.928,39087.0
2015:1:3,10:54:10.932,10.932,39101.0
2015:1:3,10:54:10.937,10.937,39172.0
